query,symptoms
"Here are a few different ways a patient might describe the symptom of low blood pressure to their doctor:

1. ""I've been feeling really dizzy and lightheaded lately, especially when I stand up.""
2. ""I get this weird feeling like I'm going to pass out when I'm walking or exercising.""
3. ""My blood pressure has been running low, I've been checking it at home and it's usually around 90/60.""
4. ""I feel really fatigued and tired all the time, like I don't have any energy.""
5. ""Sometimes I get this feeling like I'm going to fall over, like my legs are made of jelly.""
6. ""I've been experiencing a lot of headaches","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom of low blood pressure to their doctor:

1. ""I've been feeling really lightheaded lately, especially when I stand up too quickly.""
2. ""I get this weird dizzy feeling, like I'm going to pass out, whenever I exert myself physically.""
3. ""I've been experiencing frequent headaches, and I feel really tired and sluggish all the time.""
4. ""Sometimes I feel like I'm going to faint, especially in hot weather or when I'm stressed out.""
5. ""I've noticed that I get really pale and clammy when I'm under pressure or feeling anxious.""
6. ""I feel like I'm in a fog all the time, like","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom of low blood pressure to their doctor:

1. ""I've been feeling really lightheaded and dizzy lately, especially when I stand up too quickly.""
2. ""I get this weird feeling like I'm going to pass out when I'm sitting or lying down, and it gets worse when I try to get up.""
3. ""I've been experiencing frequent headaches and fatigue, and I just feel really drained all the time.""
4. ""Sometimes I feel like I'm in a fog and can't think clearly, and my vision gets blurry when I stand up.""
5. ""I get these weird episodes where I feel like I'm going to faint, and my heart starts","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe a headache to their doctor:

1. **Simple and straightforward**: ""I have a headache.""
2. **Describing the location**: ""I've got a pain in my forehead"" or ""My temples are throbbing.""
3. **Describing the quality of the pain**: ""I have a sharp, stabbing pain in my head"" or ""It feels like a dull, heavy pressure.""
4. **Comparing to a familiar sensation**: ""It feels like someone is squeezing my head in a vise"" or ""It's like having a tight band around my forehead.""
5. **Describing the severity**: ""I have a mild headache"" or ""The pain is excruciating,","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe a headache to their doctor:

1. **Location-focused**: ""I've got a throbbing pain right behind my left eye"" or ""The pain is on the top of my head, like a band around my forehead.""
2. **Intensity-focused**: ""I've had a severe headache for hours, it's a 9 out of 10"" or ""The pain is mild, but it's been lingering all day.""
3. **Quality-focused**: ""It feels like a sharp stabbing pain"" or ""My head feels heavy and dull, like it's in a fog.""
4. **Pattern-focused**: ""I get these headaches every morning, usually after I wake up"" or ""The","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe a headache to their doctor:

1. **Simple and straightforward**: ""I have a headache.""
2. **Describing the location**: ""I have a pain in my forehead"" or ""My temples are throbbing.""
3. **Describing the intensity**: ""I have a really bad headache"" or ""It's a mild headache, but it's been bothering me all day.""
4. **Describing the quality of the pain**: ""I have a sharp, stabbing pain in my head"" or ""It's a dull, achy feeling.""
5. **Comparing to a familiar sensation**: ""It feels like someone is squeezing my head in a vise"" or ""It's like","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom ""Unusual and excessive sweating on face and palms"" to their doctor:

1. ""I've been sweating a lot lately, especially on my face and hands. It's like I'm dripping wet even when it's not hot outside.""
2. ""I've noticed that my face and palms are always sweaty, even when I'm not doing anything physical. It's really embarrassing.""
3. ""I feel like I'm sweating buckets, especially on my forehead and hands. It's like my body's thermostat is broken or something.""
4. ""My face is always shiny and greasy, and my palms are always clammy. I feel like I'm leaking oil or something.""
5","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom ""unusual and excessive sweating on face and palms"" to their doctor:

1. ""I've been noticing that my face gets really sweaty, even when I'm not hot or exercising. It's embarrassing because it happens even when I'm just sitting in a meeting or watching TV.""
2. ""My hands are always dripping with sweat. I'll be holding a pen and it'll just slip out of my hand because it's so wet. And my face feels like it's constantly glistening.""
3. ""I've been feeling really clammy lately, especially on my face and hands. It's like I'm always running a fever or something, but I don't have any other","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom ""Unusual and excessive sweating on face and palms"" to their doctor:

1. ""I've been noticing that my face and hands are always dripping with sweat, even when I'm not hot or exercising. It's really embarrassing.""
2. ""I've had this weird thing going on where my palms are always sweaty, like, all the time. And my face too - I'll be sitting in a meeting and suddenly my forehead is drenched.""
3. ""I'm not sure what's going on, but I've been sweating a lot lately. Not just when I'm working out or anything, but just walking down the street or sitting at my desk. It's mostly my","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom of ""fatigue, severe weakness"" to their doctor:

1. ""I'm just so exhausted all the time. I feel like I've been running on empty for weeks.""
2. ""I'm having trouble getting out of bed in the morning. Even after a full night's sleep, I wake up feeling drained.""
3. ""I've lost my energy. I used to be able to go for a run or do a workout, but now I can barely make it up the stairs without needing a nap.""
4. ""I feel like I'm moving through molasses. Everything takes so much effort, even simple tasks like getting dressed or making breakfast.""
5. ""I'm","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
"Here are a few different ways a patient might describe the symptom ""Fatigue, severe weakness"" to their doctor:

1. ""I'm just so exhausted all the time. I feel like I've been running on empty for weeks.""
2. ""I don't have any energy anymore. Even simple tasks like taking a shower or cooking a meal feel like climbing a mountain.""
3. ""I'm constantly tired, but it's not just tired. I feel weak, like my muscles are made of jelly or something.""
4. ""I just want to sleep all day, every day. I feel like I've lost my get-up-and-go.""
5. ""I'm so drained, I can barely make it through a day without needing a nap","['- Abdominal pain or flank', 'Confusion, loss of consciousness, coma', 'Slow, sluggish movement', 'High fever', 'Rapid respiratory rate', 'Nausea, vomiting', 'Dehydration', 'Loss of appetite', 'Low blood pressure', 'Headache', 'Unusual and excessive sweating on face and palms', 'Fatigue, severe weakness', 'Irregular heart rate', 'Dizziness, lightheadedness']"
